naptanId,commonName,latitude,longitud
490G00004691,Camborne Avenue,51.60091,0.22989
490G00008487,Ingrebourne Gardens,51.56327,0.25229
490G00008840,Bowen Drive,51.42769,-0.08258
490G00008947,Langland Gardens,51.55151,-0.18501
490G00009151,Lilac Gardens,51.51725,-0.42929
490G00009531,Malt Street,51.48539,-0.06963
490G00011475,Red Barracks Road,51.48898,0.05414
490G00011828,Ruvigny Gardens,51.46716,-0.21856
490G00012530,Standard Road,51.5281,-0.26378
490G00012592,Sevenoaks Road / Orpington Hospital,51.36474,0.09334
490G00012637,St Bartholomew's Hospital,51.51745,-0.10145
490G00013697,Tolworth Broadway,51.3822,-0.2827
490G00014127,Waldron Road,51.43613,-0.18668
490G00015052,Hilldrop Road,51.55095,-0.12654
490G000754,Southwark Street / Southwark Bridge Road,51.50475,-0.09449
210021004780,Ashley Drive,51.645762,-0.261467
490001045F,Camden Road Station,51.54232,-0.13783
490G00003265,Alperton Lane,51.53208,-0.31153
490G00003884,Belvedere Road,51.41402,-0.07336
490G00004573,Hayes Road / Tesco,51.49775,-0.40394
490G00005064,Battersea Park / Chelsea Gate,51.48322,-0.14968
490G00006435,Edison Road,51.57726,-0.12524
490G00007004,Freeborne Gardens,51.54053,0.19276
490G00008868,Kneller Gardens,51.45671,-0.35281
490G00009771,Meadway,51.44328,-0.34927
490G00010345,North Countess Road,51.59966,-0.02592
490G00012183,St Giles Avenue,51.53836,0.1609
490G00012571,St Anne's Church,51.48631,-0.12041
490G00013417,Westgate Road,51.41242,-0.01385
490G00013998,Valley Road,51.42327,-0.1233
490G00017360,Leicester Avenue,51.39813,-0.12868
490002013N,Beddington Lane Tram Stop,51.38801,-0.14107
490G000020,Foxborough Gardens,51.45334,-0.0294
490G00003366,Arden Road,51.5957,-0.2046
490G00005410,Clifford Avenue,51.46859,-0.27482
490G00006782,Felthambrook Way,51.43735,-0.40796
490G00008425,Thames Road,51.46331,0.18458
490G00009150,Hedge Lane / Green Lanes,51.62337,-0.1031
490G00010956,Perth Road,51.56779,-0.03241
490G00011315,Queen Mary / University of London,51.52316,-0.0392
490G00011485,Long Elmes / Aspri Medical Centre,51.60433,-0.34054
490G00011821,Rutland Drive,51.3898,-0.20611
490G00012852,Stonefield Way,51.55843,-0.38391
490G00014699,William Patten School,51.56208,-0.07458
490G00014766,Windmill Lane,51.51997,-0.35476
490G00015585,Belmont Road,51.54787,-0.47832
490G00018822,St Gothard Road / St Louis Road,51.42811,-0.09351
490G000425,Green Street / Brimsdown Station,51.657,-0.02987
490G000524,Friary Road,51.51758,-0.26096
490000112P,Holborn Station,51.51693,-0.12021
490G00003756,Congreve Street,51.49029,-0.08263
490G00004342,Whitehorse Manor-Brigstock Site,51.39503,-0.11025
490G00004721,Camden Road,51.55294,-0.12311
490G00004804,Carlton Road,51.47872,0.16446
490G00007079,Sudbury Hill Stn  / Horsenden Ave,51.55599,-0.33635
490G00007831,St Peter's Church,51.58993,0.23328
490G00008846,Kinveachy Gardens,51.48766,0.04432
490G00009011,Lavington Street,51.50533,-0.09792
490G00009276,Henriques Street,51.51474,-0.06526
490G00013623,Thorne Road,51.47822,-0.12343
490G00014277,Waterlow Road,51.56879,-0.13649
490G00014387,Wembley Triangle,51.55365,-0.28857
490G00015891,Medway Parade,51.53459,-0.33287
490000027B,Boston Manor Station,51.49573,-0.32401
490000118A,Hounslow West Station,51.47294,-0.38566
490014208E,Wapping Station,51.50406,-0.05672
490G00004824,Mitcham Garden Village / Willow Lane,51.39569,-0.15924
490G00006182,Downs Park Road,51.55197,-0.06593
490G00006219,Dudley Road,51.55404,0.07291
490G00007469,Green Lane,51.52392,-0.44127
490G00008677,Fulham Cemetery,51.48012,-0.21766
490G00009299,Long Drive,51.51896,-0.25076
490G00011114,Poplar Recreation Ground,51.51094,-0.01657
490G00011457,Raynes Park Methodist Church,51.41063,-0.22874
490G00012150,Queen Mary's Hospital,51.4195,0.09901
490G00012599,Star Road,51.47263,-0.34716
490G00012642,Elim Pentecostal Church,51.571,0.00088
490G00013301,Whitby Road,51.56948,-0.39009
490G00013918,Upland Road,51.45751,-0.06725
490G000734,Nutmeg Lane,51.51231,-0.00378
490000038G,Canary Wharf Station,51.50472,-0.02105
490000103E,Hatton Cross Station,51.46674,-0.42374
490001237F,Raynes Park Station,51.40902,-0.22944
490G00000349,Rush Green Road / Dagenham Road,51.56537,0.17502
490G00003524,Aylesbury Street,51.56214,-0.25727
490G00004355,Cargo Centre,51.45867,-0.46026
490G00005321,Cissbury Ring / Western Arm,51.61624,-0.1972
490G00005797,Natural History Museum / Cromwell Road,51.49597,-0.17899
490G00007965,Hayward Gardens,51.45323,-0.22475
490G00009133,Leyton Green,51.57348,-0.0091
490G00011183,Priestley Way,51.59106,-0.04016
490G00011513,Regent's Park Barracks,51.53446,-0.14641
490G00013379,Sunnybank,51.40227,-0.07077
490G00016297,Highbury Quadrant,51.55789,-0.09238
490G00016326,Kew Retail Park,51.47867,-0.28005
490G00019055,Friswell Place,51.4574,0.14537
490G00019950,Linwood Crescent,51.66096,-0.06239
490G000519,Isledon Road,51.56233,-0.10778
037G0159,Ye Olde George Inn,51.483609,-0.522409
490000004N,Aldgate East Station,51.51572,-0.07238
490000275D,Wood Green Station,51.59759,-0.11019
490G00003358,Arbuthnot Road,51.47109,-0.04074
490G00004556,Buckingham Road,51.60962,-0.28243
490G00004705,Cambridge Park,51.45454,-0.31175
490G00005073,Chelsea Old Town Hall,51.48778,-0.16808
490G00005305,Church Street,51.62909,-0.07904
490G00006139,Douglas Road,51.37847,-0.29587
490G00009699,Marston Road,51.42697,-0.32354
490G00011182,Priestley Way,51.57293,-0.23513
490G00014321,Waxwell Lane,51.60202,-0.38829
490G00014876,Cavell House,51.51664,-0.22698
490G000747,Snow Hill,51.51801,-0.10544
490001062E,Chessington South Station,51.35647,-0.30777
490G00003127,Aintree Crescent,51.59432,0.08159
490G00003748,Beckton District Park,51.51658,0.04434
490G00004426,Bromley / Widmore Road,51.40665,0.01987
490G00007191,Gipsy Hill Police Station,51.41938,-0.08459
490G00007813,Lansbury Avenue,51.45656,-0.40935
490G00008493,Inverton Road,51.45793,-0.04701
490G00009295,Longbridge Road,51.55221,0.11446
490G00011743,Rowley Gardens,51.57298,-0.0974
490G00011752,Royal Blackheath Golf Club,51.44624,0.05258
490G00012434,St Ann's Road,51.58174,-0.09971
490G00014137,Croydon Road / Wallington Green,51.36753,-0.15261
490G00018829,Stern Close,51.52727,0.11813
490G000388,Briant Street,51.47682,-0.04987
490G000469,Cranbourne Road,51.54968,0.04828
910GMERSTHM,Merstham Rail Station,51.264154,-0.150226
490000011E,Baker Street Station,51.52222,-0.15626
490000235W1,Tottenham Court Road Station,51.51556,-0.12843
490005445C,Fulwell Station,51.43485,-0.34695
490015036L,Shepherd's Bush Station,51.50395,-0.21958
490015243X,Kilburn High Road Station,51.53649,-0.19179
490G00003829,Beehive Lane,51.57638,0.05906
490G00003898,Bennett Road,51.51941,0.03204
490G00006028,Denbigh Road,51.47595,-0.36025
490G00007362,Grange Road / Caledonian Market,51.49702,-0.08124
490G00008437,Hurstbourne Road,51.44222,-0.03802
490G00010651,Osidge Library,51.63015,-0.14985
490G00010780,Parkland Avenue,51.54418,0.24944
490G00013425,Sherwood Park Road,51.40071,-0.14567
490G00013532,Altyre Way,51.39178,-0.03841
490G00019081,Bruce Castle Park & Museum,51.59811,-0.07453
490G000394,Westminster City Hall,51.49742,-0.13663
150G00003452,Lambourne Road,51.619323,0.113994
490000005B,Alperton Station,51.54084,-0.29875
490000118D,Hounslow West Stn  / Vicarage Farm Rd,51.47368,-0.38662
490000143E,Mansion House Station,51.51267,-0.09488
490G00001232,Orpington Bus Station,51.37346,0.08957
490G00005275,Tottenham Lane,51.58805,-0.11392
490G00006835,Finchley Golf Club,51.61086,-0.20487
490G00007175,Gilbert Road,51.49128,0.1481
490G00008280,Wallis Close,51.46534,-0.17755
490G00008570,John Ruskin College,51.34966,-0.04306
490G00010088,Mount Pleasant,51.54201,-0.29516
490G00012751,St Joseph's Church,51.39959,-0.26085
490G00014996,Yeading Tesco,51.52369,-0.38598
490G00019070,Vanbrugh Park / Stratheden Road,51.47695,0.01823
490G000526,Fulham Town Hall,51.47925,-0.19453
490G000745,Bromley Road / Shortlands Station,51.40638,0.00039
490G00090108,Estuary Close,51.52475,0.11503
490000129R,King's Cross Station,51.53047,-0.12169
490000144W,Marble Arch,51.51161,-0.15835
490001220G,Orpington Station,51.3732,0.08962
490G00003134,Roehampton Lane / Danebury Avenue,51.44935,-0.23893
490G00003208,Alexandra Grove,51.568,-0.09975
490G00004170,Boston Road,51.60616,-0.26471
490G00005177,Chingford Lane,51.60636,0.01885
490G00005551,Lonsdale Road / Suffolk Road,51.47987,-0.24778
490G00005716,Brockley Rise / Cranston Road,51.44285,-0.04237
490G00007581,Churchfield Avenue,51.61186,-0.17264
490G00007671,Kent View,51.50678,0.21525
490G00008194,High Trees,51.44271,-0.10964
490G00009452,Lunar House,51.37778,-0.09931
490G00010186,Netley Road,51.38657,-0.18628
490G00010528,Old Bromley Road,51.4258,-0.00554
490G00013141,Syon Lane,51.47999,-0.3191
490G00013157,Tarling Road,51.51131,0.01458
490G000650,Uxbridge Rd / Westfield Shopping Centre,51.50634,-0.2247
490000180A,Pimlico Station,51.48998,-0.13241
490G00003111,Adelphi Crescent,51.53245,-0.42294
490G00003213,Downs Road / Rectory Road,51.55557,-0.06753
490G00004176,Beechwood Avenue,51.51457,-0.43569
490G00004787,Carleton Road,51.55348,-0.13434
490G00004868,Central Avenue,51.56136,0.00077
490G00006295,Chaplin Road,51.55072,-0.29843
490G00008341,Hook Lane / Westwood Lane,51.45884,0.09988
490G00008737,King Edward Road,51.6533,-0.18958
490G00009437,Loxford Youth Centre,51.54972,0.08635
490G00009561,Manor Grove,51.46771,-0.2834
490G00010019,Morden Court,51.39884,-0.19769
490G00010204,New Cross Bus Garage,51.4744,-0.04419
490G00011309,Queen Elizabeth Hospital / Main Entrance,51.47862,0.05221
490G00013919,Upland Road,51.44646,-0.07202
490G00013956,Upton Gardens,51.58334,-0.31453
490G00014558,Wharton Close,51.54985,-0.2493
490G00015322,Hoop Lane,51.57378,-0.20088
490G000263,Salway Place,51.54345,0.0023
490000002A,Acton Town Station,51.50273,-0.28101
490000094C,Gunnersbury Station,51.49059,-0.27426
490G00003166,Albion Road,51.41356,-0.27319
490G00004243,Bramley Road,51.64453,-0.14623
490G00005061,Chelmsford Road,51.59951,0.01305
490G00005870,Anerley Hill / Crystal Palace,51.41977,-0.07759
490G00006282,Brooke Road,51.56044,-0.07406
490G00006338,East End Road,51.59346,-0.18599
490G00006740,Farley Road / Croham Valley Road,51.35313,-0.06988
490G00007299,East Dulwich Road / Goose Green,51.46119,-0.07353
490G00009142,Cann Hall Road,51.55197,0.00555
490G00010219,Newham Way,51.51794,0.02365
490G00012090,Martley Drive,51.57816,0.07125
490G00014116,Wagner Street,51.47936,-0.054
490G00014434,West End Lane,51.48517,-0.43461
490G00014986,Edgware Road,51.59321,-0.25777
490G000428,Brockwell Park,51.45169,-0.10113
490000061B,Dollis Hill Station,51.55266,-0.23917
490000179F,Piccadilly Circus,51.50996,-0.13689
490000185AA,Queensbury Station,51.59445,-0.28544
490006956C,Gloucester Road Station,51.49501,-0.18433
490G00004281,Brenchley Road,51.40574,0.09301
490G00005143,Chestnut Avenue,51.55657,-0.31922
490G00006384,East Way,51.51076,-0.4138
490G00007922,Hawkridge Close,51.57295,0.1257
490G00009313,Longland Drive,51.62627,-0.18499
490G00009854,Middleton Avenue,51.42021,0.11469
490G00009874,Mile End Road,51.52135,-0.04506
490G00009986,Monsell Road,51.56177,-0.1
490G00012181,Sir John Mcdougall Gardens,51.497,-0.02589
490G00013081,Sutton Police Station,51.36165,-0.19069
490G00013694,Tollington Road,51.55552,-0.11595
490G00019046,Crown Point,51.42278,-0.10745
490G00019459,Harrow Road,51.5245,-0.2004
490G00000456,Gayton Road,51.58105,-0.32965
490G00003552,Electric Parade,51.39119,-0.31188
490G00004218,Bowman's Meadow,51.37099,-0.15229
490G00004747,Canning Road,51.37502,-0.08204
490G00004755,Cannon Lane,51.58888,-0.38243
490G00005230,Kenton Library,51.59274,-0.31175
490G00006184,Downs Road / Belmont Station,51.34318,-0.1944
490G00007621,Trelawney Estate,51.54599,-0.05432
490G00007647,Hainault Court,51.58306,0.00398
490G00008333,Honey Hill,51.54778,-0.46477
490G00008993,Launcelot Road,51.4282,0.02123
490G00010342,Northcote Road,51.4292,0.08835
490G00012247,Southampton Street / Covent Garden,51.5104,-0.12182
490G00012931,Streatham Place,51.44596,-0.12687
490G00020194,Kings Yard,51.5429,-0.01852
490G000352,Ackroyd Drive,51.51791,-0.03027
2400A008710B,Westerham / the Flyers Way,51.270378,0.073997
490015108S,Angel Station,51.53191,-0.10767
490G00002139,Scratchwood Open Space,51.63989,-0.25633
490G00003201,Alexander Road,51.56168,-0.12466
490G00004200,Guinness Close,51.50246,-0.43141
490G00004682,Calonne Road,51.43247,-0.22413
490G00005088,Fairfield Road,51.37167,-0.08687
490G00005796,Cromwell Road,51.40282,-0.03672
490G00005961,Darlaston Road,51.4163,-0.21744
490G00006388,Mitcham Lane / Southcroft Road,51.42002,-0.1463
490G00006872,Flanchford Road,51.49865,-0.24442
490G00008536,James Avenue,51.56327,0.1469
490G00011345,Queens Road,51.43352,-0.36935
490G00011733,Rounton Road,51.52526,-0.02004
490G00011935,Saville Road,51.50185,0.04769
490G00013334,The Drive Methodist Church,51.57569,0.05267
490G00013551,Shirley Oaks Road,51.37426,-0.05117
490G00014864,Woodlands Road,51.47305,-0.3374
490G00015029,Busch Corner,51.47879,-0.32258
490G000811,Vicarage Rd / Wandle Park Tram Stop,51.37185,-0.11211
490G00003612,Barkingside High Street,51.59039,0.08116
490G00003909,Wood Street,51.41155,-0.30583
490G00004463,Brookland Rise,51.58674,-0.19074
490G00005298,Church Road / Red Lion,51.47471,-0.23878
490G00006031,Dene Avenue,51.47126,-0.37899
490G00006714,Fairholme Avenue,51.57777,0.19833
490G00006830,Paisley Road,51.60226,-0.09704
490G00010748,Park Avenue,51.41503,0.00669
490G00010872,Peall Road,51.38871,-0.12108
490G00010907,Penge / Sainsbury's,51.41299,-0.0511
490G00011359,Queen's Theatre,51.56396,0.22009
490G00013088,Swaffield Road,51.44917,-0.18975
490G00013309,Well Hall Road / Well Hall Roundabout,51.46135,0.04978
490G00013705,Tonfield Road,51.38329,-0.20537
490G00014963,Newman College / Wrottesley Road,51.53824,-0.23898
490G00018281,Brunel University Sports Park,51.52871,-0.46501
490G00018772,Grosvenor Road / Wallington,51.36137,-0.1514
490G00019771,St John Street,51.52261,-0.10381
490G000378,Abbey Wood Road,51.48936,0.12143
490000172Q,Oval Station,51.48154,-0.11274
490G00003383,Armoury Way,51.45831,-0.19661
490G00005903,Cumberland Terrace,51.53162,-0.14514
490G00006550,Elthorne Road,51.56449,-0.1319
490G00007125,Garrick Villa,51.41269,-0.35925
490G00009868,Milburn Drive,51.51735,-0.46948
490G00009913,Millmark Grove,51.46675,-0.03573
490G00010128,Muschamp Road,51.37702,-0.17025
490G00011255,Purland Road East,51.49536,0.10266
490G00011346,Queen's Road,51.57674,-0.02998
490G00012004,Goldhawk Road,51.49924,-0.23761
490G00012771,St Margarets,51.53358,0.08438
490G00013505,Golborne Road,51.52351,-0.20669
490G00014285,Watersmeet Place,51.50513,0.10471
490G00014632,Whitton Church,51.45567,-0.3599
490G00016091,Farm Avenue,51.54978,-0.30994
490G000464,Claremont Road,51.53324,-0.20478
490020130ZZ,Westfield Avenue,51.543119,-0.010309
490G00003476,Audley Road,51.58234,-0.2332
490G00003638,Barnet Grove,51.52619,-0.06734
490G00003758,Becmead Avenue,51.43282,-0.12898
490G00004663,Buxton Road,51.63205,0.00557
490G00004931,Morden Hall Road / Central Road,51.3997,-0.18773
490G00006380,East Street,51.48694,-0.09523
490G00007286,Goodmayes High Road,51.56739,0.11106
490G00008298,Holloway Road,51.55652,-0.11575
490G00008305,Hollyfield Road,51.38555,-0.29585
490G00008984,Lascelles Avenue,51.57672,-0.3453
490G00009859,Middleton Road,51.54144,-0.07655
490G00010601,Onslow Gardens,51.59056,0.03294
490G00011454,Raynes Park Library,51.40994,-0.22599
490G00013662,Tibbet's Corner,51.44611,-0.22228
490G00016411,Dulwich Village School,51.452,-0.08684
490G000446,Central Avenue / Welling Station,51.46389,0.09911
490G000764,Station Road / Chingford Station,51.63303,0.00865
490001161N,Kensal Rise Station,51.5337,-0.21915
490G00006048,Deodar Road,51.46252,-0.20873
490G00010218,Newham Town Hall,51.53272,0.05461
490G00010362,Northfield Avenue,51.511,-0.31844
490G00010642,Orpington Road,51.39504,0.08751
490G00011077,Plumstead High Street / Police Station,51.48699,0.09483
490G00011492,Redruth Road,51.60668,0.23757
490G00012689,St Gabriel's Church,51.55985,-0.35895
490G00012718,St Helier Hospital,51.38079,-0.18381
490G00013376,Devonshire Road,51.38636,-0.09694
490G00013582,Elsworthy Rise,51.54321,-0.16531
490G00013970,Uxbridge Road,51.4415,-0.38822
490G00014424,Porters Way,51.50359,-0.46709
490G00018702,Bullescroft Road,51.6258,-0.2734
490G000288,Princes Avenue,51.61342,-0.09511
490000051F,Clapham North & High Street Stns,51.46503,-0.12991
490000235X,Tottenham Court Road Station,51.51668,-0.12812
490G00003082,Alexandra Road,51.64734,-0.03936
490G00003346,Hemmings Close,51.43322,0.10761
490G00006698,Fairbridge Road,51.56822,-0.12316
490G00007734,Hampton Lodge,51.40709,-0.34533
490G00007897,Pinglestone Close,51.48167,-0.47575
490G00009119,Lewis Road,51.40864,-0.1704
490G00010284,Nimrod Road,51.42076,-0.15155
490G00010593,Olympic Way,51.55863,-0.27782
490G00011045,Balaam Street,51.52963,0.02368
490G00011065,Hope Street / Plantation Wharf Pier,51.46608,-0.17917
490G00013650,Three Kings Pond,51.40353,-0.16054
490G00014373,Mare Street / Well Street,51.53955,-0.05608
490G00019197,Pownall Road / Regents Court,51.53647,-0.06854
490000213A,South Kenton Station,51.57062,-0.30739
490000275F,Wood Green Station,51.59718,-0.10909
490001341H,Woodgrange Park Station,51.54919,0.04318
490G00004140,Bonar Road,51.47644,-0.06958
490G00004180,Bounces Road,51.62789,-0.05648
490G00006018,Deepdene Road,51.46301,0.10479
490G00008598,Laleham Road,51.44544,-0.01426
490G00009131,Emmanuel Parish Church,51.5688,-0.02953
490G00010142,Myrtle Avenue,51.46296,-0.42587
490G00010333,Tottenhall Road,51.61126,-0.10946
490G00012293,Footscray Road / Southend Crescent,51.44768,0.06271
490G00013448,Empress State Building / West Brompton,51.48625,-0.19865
490G00014167,Bromley Road,51.59054,-0.01866
490G00015515,Hammelton Road,51.41038,0.01435
490G00016623,Taunton Way,51.59677,-0.29468
490000034S,Burnt Oak Station,51.60204,-0.26473
490G00000442,Brent Cross West Stn  / Edgware Road,51.56667,-0.22673
490G00003666,Basildene Road,51.4682,-0.39593
490G00003813,Beech Grove,51.60544,0.09951
490G00003940,Thorn Lane,51.5265,0.21443
490G00006544,Eltham Park Gardens,51.4567,0.05931
490G00008667,Kenton Road / Kenton Lane,51.5868,-0.30616
490G00009430,Lower Teddington Road,51.4126,-0.31106
490G00009979,West Wickham and Shirley Baptist Church,51.37721,-0.02807
490G00011159,John Wilson Street / Powis Street,51.49292,0.06116
490G00013040,Surrey Quays Leisure Park,51.49521,-0.04555
490G00014843,Woodfield Hill,51.30433,-0.14802
490G00015783,Low Hall Manor Business Centre,51.57473,-0.03768
490G00018556,Orleans Park School,51.45031,-0.32135
490G00019864,Southwark Street,51.50404,-0.09096
490000163A,North Wembley Station,51.56256,-0.3056
490001309B,Wandsworth Common Station,51.44626,-0.16551
490G00004196,Bourne Hill,51.62276,-0.10488
490G00004366,Broadfields Avenue,51.61757,-0.2729
490G00005651,Court Close Avenue,51.43824,-0.36734
490G00005754,Cresswell Gardens,51.49082,-0.18434
490G00008177,High Road Wembley,51.55161,-0.29903
490G00010318,Norrice Lea,51.58176,-0.175
490G00011081,Plymstock Road,51.47394,0.12341
490G00011968,Shrubbery Road,51.6209,-0.06212
490G00012257,Southbourne Crescent,51.58806,-0.20791
490G00016264,Samson Street,51.52897,0.03393
490000050G,Clapham Common Station,51.4612,-0.13868
490000128B,Kingsbury Station,51.58484,-0.27935
490000261N,West Finchley Station,51.60958,-0.18987
490015062W,Gloucester Road Station,51.49507,-0.18127
490015513L,Tooting Broadway Station,51.42738,-0.16881
490G00000454,Ramsden Road / Court Road,51.37808,0.10954
490G00004506,Brownhill Road,51.44446,-0.00221
490G00006443,Asda Edmonton Green,51.62333,-0.05802
490G00007751,Hornsey Road / Hanley Road,51.56744,-0.12232
490G00009247,Lodge Avenue,51.55173,0.11233
490G00010447,Norwood Green,51.4939,-0.37084
490G00011024,Pinner View,51.592,-0.35054
490G00012579,St Anthony's Avenue,51.60505,0.03445
490G00012613,Barnet Everyman Cinema,51.64641,-0.18687
490G00015835,Plowman Close / Wilbury Primary School,51.61299,-0.08368
490G000618,Kew Road / Victoria Gate,51.47758,-0.29062
HUBEUS,Euston,51.527365,-0.132754
037G0084,Ditton Park Road,51.495909,-0.552567
400G4408085A,Townfield Court,51.227134,-0.335522
490000229O,Surrey Quays Station,51.49295,-0.04792
490000253K,Warwick Avenue Station,51.52369,-0.18358
490G00004402,Brockwell Lido,51.45334,-0.1054
490G00007333,Graham Avenue,51.50359,-0.31772
490G00007755,Hannibal Way,51.36072,-0.12639
490G00008345,Loughborough Road / Hopton House,51.4676,-0.10527
490G00009414,St Dunstans Road,51.43815,-0.42048
490G00009446,Ludwick Mews,51.47832,-0.03766
490G00010116,Maybank Road,51.59572,0.03151
490G00010682,Oxford Road,51.59337,-0.3323
490G00011787,Ruislip Road East,51.5274,-0.3263
490G00012035,Shakespeare Road,51.61891,-0.23594
490G00015478,Yeading / Tangmere Gardens,51.5359,-0.39246
490G00016791,Wellington Road Enfield,51.63442,-0.07498
HUBSYD,Sydenham,51.427375,-0.055268
490G00004376,Broadoaks Way,51.39383,0.00501
490G00004621,Burntwood Lane,51.43495,-0.18582
490G00004753,St James Church,51.4037,-0.21325
490G00005074,Chelsea Park Gardens,51.48555,-0.17677
490G00006269,Durants Park,51.65429,-0.04815
490G00008922,Lambscroft Avenue,51.43047,0.03266
490G00010081,Mount Grove,51.62161,-0.25868
490G00010526,Old Bond Street / Royal Academy,51.50823,-0.1392
490G00011074,Herbert Road / Plumstead Common Road,51.48179,0.06991
490G00011366,Queensway,51.51586,-0.18797
490G00011529,Repton Avenue,51.58525,0.19474
490G00012660,St Edward's Church,51.3399,-0.01204
490G00014089,Vincent Avenue,51.38084,-0.27816
490G00014346,Wellgarth Road,51.5702,-0.1878
490G00014772,Windmill Road,51.49035,-0.3074
490G00015255,Haverstock Hill / Pond Street,51.55227,-0.1673
490G00016291,Warwick Grove / Wigan Estate,51.56597,-0.059
490G00017367,Old Jamaica Road,51.49818,-0.07186
400G4402067A,Napier Road,51.421541,-0.436498
490008875KH,Knightsbridge Station  / Harrods,51.50177,-0.16317
490G00004777,Cardinal Wiseman High School,51.52578,-0.35275
490G00004939,Central Way,51.53277,-0.2689
490G00005801,Crondall Street / Hoxton Street Market,51.53097,-0.08089
490G00006215,Duddington Close,51.429,0.03806
490G00006685,Exeter House,51.45254,-0.22948
490G00007093,Woolwich Road / Gallions Road,51.4878,0.0298
490G00007124,Fountain Road / Garratt Lane,51.42958,-0.17441
490G00007844,Wealdstone Baptist Church,51.59699,-0.33572
490G00009224,Liverpool Road,51.55142,-0.11097
490G00011741,Rowden Park Gardens,51.6052,-0.01635
490G00013176,Teddington Memorial Hospital,51.42657,-0.34092
490G00013506,First Cross Road,51.44429,-0.34476
490G00015127,Durants Road,51.64773,-0.03703
490G00016161,St Martin's Place,51.50985,-0.12787
490G00019902,Vicarage Road,51.53975,0.15727
490G00020188,Ocean Estate,51.52225,-0.04227
210021903880,St John's Road,51.660181,-0.397069
490G00003063,Acacia Road,51.51305,-0.27003
490G00003128,Aintree Road,51.53997,-0.31437
490G00003259,East Hill / Alma Road,51.45771,-0.18552
490G00005591,Coppice Path,51.61356,0.11521
490G00005736,Creekside,51.48141,-0.01724
490G00005872,Crystal Palace Park Road,51.42631,-0.06924
490G00008695,Kew Gardens Road,51.48062,-0.28884
490G00009129,Ley Street,51.57356,0.08481
490G00009204,Mansfield Road,51.55234,-0.15774
490G00010205,New Cross Fire Station,51.47406,-0.04848
490G00012455,St Pancras Way,51.54317,-0.13717
490G00013339,Humphrey Street,51.48828,-0.07572
490G00014148,Walpole Road,51.53699,0.03736
490G00015007,York Avenue,51.52312,-0.44056
490G00016407,Ormond Drive,51.42195,-0.35984
490G00018956,St Thomas' Hospital / County Hall,51.50083,-0.11802
490000136A,Leyton Station,51.55608,-0.00555
490000192D,Richmond Station,51.46333,-0.30205
490001173R,Kingston Station,51.41253,-0.30277
490G00003065,Highbury Grove School / Aberdeen Park,51.55079,-0.09811
490G00006297,Watermans Centre,51.48626,-0.29756
490G00010075,Mountcombe Close,51.38905,-0.30473
490G00011709,Ross Close,51.49908,-0.43546
490G00012176,Nene Road,51.48132,-0.44824
490G00013555,The Spaniards Inn,51.57002,-0.17381
490G00017848,Orwell Close,51.51312,-0.42777
490G000266,Walden Road,51.41948,0.04717
490G000495,Penwith Road,51.44301,-0.18851
490G000534,Glyn Road,51.64851,-0.04814
490G000571,Hardel Rise,51.44126,-0.10856
910GSTAINES,Staines Rail Station,51.432455,-0.503164
490001128N,Hackney Downs Station,51.54893,-0.06143
490001283N,Sudbury Hill Station,51.55732,-0.33583
490008137D,Highams Park Station,51.60762,-0.00102
490015057H,Willesden Junction Station,51.5329,-0.24018
490G00004365,Broadcroft Avenue,51.60019,-0.29629
490G00005375,Clayhall / the Glade,51.59625,0.06093
490G00006399,Ebury Bridge Road,51.48991,-0.15029
490G00007267,Golders Green / Finchley Road,51.57096,-0.1952
490G00007314,Gale Street / Goresbrook Leisure Centre,51.53153,0.12715
490G00007775,Harbledown Road,51.33845,-0.07358
490G00008149,St Paul's Road / Highbury Corner,51.54629,-0.10087
490G00011050,Katherine Road,51.53841,0.04294
490G00012843,St Olave's Road,51.53394,0.06368
490G00013856,Bromley Common / Turpington Lane,51.38358,0.03934
490G00013969,Uxbridge High Street,51.54809,-0.48142
490G00014110,Purley Way / Waddon Road,51.3706,-0.11706
490G00015102,Lea Bridge Road / Bakers Arms,51.57572,-0.01231
490G00018812,Trinity Avenue / Bush Hill Park Stn,51.64026,-0.06442
490G00019882,Harrow View,51.59272,-0.34562
490000186A,Queen's Park Station,51.53323,-0.20455
490015259L,Walthamstow Central Station,51.58301,-0.02147
490G00003735,Beaverwood Road,51.41661,0.0897
490G00003781,Beddington Park,51.37376,-0.15098
490G00003957,Beulah Hill,51.41316,-0.09252
490G00004022,Birchwood Road,51.39359,0.08879
490G00004902,Cecil Avenue,51.65137,-0.06954
490G00005816,Cross Street,51.53821,-0.09938
490G00006199,Droitwich Close,51.43253,-0.07012
490G00006936,Margery Park Road,51.54584,0.02063
490G00007971,Hazellville Road,51.56955,-0.12565
490G00008462,Ilex Road,51.54837,-0.2478
490G00008471,Ilford Sainsbury's,51.55701,0.07015
490G00008498,Iron Bridge,51.50962,-0.35728
490G00008852,Kirkdale Road,51.56913,0.01178
490G00010216,Newham Leisure Centre,51.51844,0.03222
490G00013002,Sumner Road,51.38118,-0.11359
490G000548,Greenwich Town Centre / Cutty Sark,51.48186,-0.00853
490000073T,Elephant & Castle Station,51.49421,-0.10075
490001194A,Mitcham Junction Station,51.39313,-0.15874
490G00003702,Bazile Road,51.64158,-0.10279
490G00003897,Harford Street,51.518,-0.03984
